time,open,high,low,close,ATR,EMA,EMA,Hiden bar color (Open),Hiden bar color (High,Hiden bar color (Low),Hiden bar color (Close),EMA,Volume,Volume MA,Previous Cumulative Volume,Previous Day&#039;s Volume,Cumulative Volume,Previous Cumulative Volume Line,Cumulative Volume Ratio
2021-02-02T18:30:00Z,4.825,4.825,4.81,4.81,NaN,NaN,NaN,4.825,4.825,4.81,4.81,4.823510967902262,5740,10594.54,331038.5,308352,320380,NaN,0
2021-02-02T18:45:00Z,4.81,4.83,4.81,4.815,0.03850563935569477,NaN,NaN,4.81,4.83,4.81,4.815,4.822201588224991,15235,10290.04,343542.5,308352,335615,NaN,0
2021-02-02T19:15:00Z,4.815,4.815,4.815,4.815,NaN,NaN,NaN,4.815,4.815,4.815,4.815,4.8210936515749925,16535,10425.84,360626,308352,352150,NaN,0
2021-02-02T19:45:00Z,4.815,4.825,4.815,4.82,0.0333227958364775,NaN,NaN,4.815,4.825,4.815,4.82,4.8209253974865325,10235,10454.44,371126,308352,362385,NaN,0
2021-02-02T20:00:00Z,4.82,4.835,4.82,4.82,NaN,NaN,NaN,4.82,4.835,4.82,4.82,4.820783028642451,4565,9877.44,378162.5,308352,366950,NaN,0
2021-02-02T20:15:00Z,4.825,4.825,4.815,4.815,NaN,NaN,NaN,4.825,4.825,4.815,4.815,4.8198933319282276,955,9784.34,385419.2,308352,367905,NaN,0
2021-02-02T20:30:00Z,4.815,4.82,4.81,4.815,NaN,NaN,NaN,4.815,4.82,4.81,4.815,4.819140511631577,3695,9793.24,391293.7,308352,371600,NaN,0
2021-02-02T20:45:00Z,4.815,4.82,4.81,4.815,0.03180956022984529,NaN,NaN,4.815,4.82,4.81,4.815,4.818503509842103,3310,9802.44,397017.2,308352,374910,NaN,0
2021-02-03T12:00:00Z,4.835,4.865,4.81,4.86,NaN,4.921060762303849,4.851840121955762,4.835,4.865,4.81,4.86,4.824887585251011,11390,9993.14,24325,374910,11390,NaN,0
2021-02-03T12:15:00Z,4.865,4.87,4.84,4.845,NaN,NaN,NaN,4.865,4.87,4.84,4.845,4.827981802904701,13775,10024.64,39252,374910,25165,NaN,0
2021-02-03T12:30:00Z,4.84,4.85,4.835,4.845,NaN,NaN,NaN,4.84,4.85,4.835,4.845,4.830599987073208,7730,10082.94,53680.5,374910,32895,NaN,0
2021-02-03T12:45:00Z,4.845,4.85,4.84,4.85,0.03693509473350987,NaN,NaN,4.845,4.85,4.84,4.85,4.8335846044465605,6400,9998.54,69265.5,374910,39295,NaN,0
2021-02-03T13:00:00Z,4.85,4.855,4.84,4.84,NaN,NaN,NaN,4.85,4.855,4.84,4.84,4.834571588377859,7290,10084.94,82170.5,374910,46585,NaN,0
2021-02-03T13:15:00Z,4.84,4.85,4.81,4.81,NaN,NaN,NaN,4.84,4.85,4.81,4.81,4.8307913440120345,14705,10134.04,93500.5,374910,61290,NaN,0
2021-02-03T13:30:00Z,4.815,4.815,4.8,4.805,NaN,NaN,NaN,4.815,4.815,4.8,4.805,4.82682344493326,4215,10124.24,112021.5,374910,65505,NaN,0
2021-02-03T13:45:00Z,4.805,4.81,4.8,4.81,0.04021962296378091,NaN,NaN,4.805,4.81,4.8,4.81,4.824235222635836,6925,10043.74,125849,374910,72430,NaN,0
2021-02-03T14:00:00Z,4.81,4.815,4.795,4.8,NaN,NaN,NaN,4.81,4.815,4.795,4.8,4.820506726845707,8250,10087.44,138206.5,374910,80680,NaN,0
2021-02-03T14:15:00Z,4.8,4.805,4.785,4.785,NaN,NaN,NaN,4.8,4.805,4.785,4.785,4.815044153484829,12505,10279.14,149879.5,374910,93185,NaN,0
2021-02-03T14:30:00Z,4.785,4.795,4.78,4.785,NaN,NaN,NaN,4.785,4.795,4.78,4.785,4.810421976025625,10645,10212.64,162760,374910,103830,NaN,0
2021-02-03T14:45:00Z,4.785,4.785,4.76,4.77,0.042906964243093586,NaN,NaN,4.785,4.785,4.76,4.77,4.80420321048322,18655,10408.44,182036.5,374910,122485,NaN,0
